MJD,x_pole,y_pole,Type,UT1-UTC
50840,0.025880,0.166901,final,0.1737675
50841,0.023319,0.167334,final,0.1718573
50842,0.020479,0.167885,final,0.1697264
50843,0.017428,0.168453,final,0.1673805
50844,0.014319,0.168978,final,0.1648847
50845,0.011193,0.169526,final,0.1623368
50846,0.008040,0.170186,final,0.1597864
50847,0.004771,0.171004,final,0.1572768
50848,0.001406,0.171858,final,0.1548382
50849,-0.001840,0.172577,final,0.1524722
50850,-0.004822,0.173281,final,0.1502108
50851,-0.007492,0.174036,final,0.1480705
50852,-0.009950,0.174733,final,0.1460010
50853,-0.012375,0.175246,final,0.1439637
50854,-0.015004,0.175501,final,0.1419822
50855,-0.017869,0.175568,final,0.1400562
50856,-0.020569,0.175784,final,0.1381201
50857,-0.022953,0.176203,final,0.1361528
50858,-0.025004,0.176761,final,0.1341616
50859,-0.026800,0.177538,final,0.1321653
50860,-0.028444,0.178596,final,0.1301790
50861,-0.030053,0.179910,final,0.1282172
50862,-0.031920,0.181371,final,0.1263122
50863,-0.034509,0.182799,final,0.1245008
50864,-0.037666,0.184081,final,0.1227290
50865,-0.041101,0.185189,final,0.1209391
50866,-0.044618,0.186127,final,0.1191277
50867,-0.047913,0.186974,final,0.1172648
50868,-0.050846,0.187801,final,0.1152984
50869,-0.053484,0.188605,final,0.1131814
50870,-0.055725,0.189445,final,0.1109021
50871,-0.057401,0.190451,final,0.1084813
50872,-0.058572,0.191766,final,0.1059353
50873,-0.059517,0.193373,final,0.1032948
50874,-0.060575,0.195128,final,0.1006629
50875,-0.061923,0.196897,final,0.0981429
50876,-0.063507,0.198644,final,0.0957989
50877,-0.065182,0.200528,final,0.0936253
50878,-0.066820,0.202487,final,0.0915884
50879,-0.068405,0.204480,final,0.0896525
50880,-0.070000,0.206554,final,0.0877829
50881,-0.071611,0.208677,final,0.0859420
50882,-0.073252,0.210772,final,0.0840831
50883,-0.074827,0.212770,final,0.0821495
50884,-0.076098,0.214704,final,0.0800953
50885,-0.077154,0.216817,final,0.0779874
50886,-0.078337,0.219025,final,0.0758629
50887,-0.080074,0.221120,final,0.0737455
50888,-0.082298,0.222984,final,0.0716654
50889,-0.084649,0.224651,final,0.0696432
50890,-0.086902,0.226253,final,0.0676988
50891,-0.088923,0.227860,final,0.0658410
50892,-0.090794,0.229553,final,0.0640541
50893,-0.092785,0.231284,final,0.0623061
50894,-0.094775,0.232844,final,0.0605529
50895,-0.096473,0.234215,final,0.0587462
50896,-0.097872,0.235613,final,0.0568356
50897,-0.099204,0.237237,final,0.0547640
50898,-0.100602,0.239038,final,0.0524558
50899,-0.102171,0.240991,final,0.0499457
50900,-0.103925,0.243083,final,0.0473542
50901,-0.105840,0.245313,final,0.0447827
50902,-0.107648,0.247612,final,0.0422962
50903,-0.108992,0.249909,final,0.0399693
50904,-0.109850,0.252271,final,0.0378282
50905,-0.110442,0.254716,final,0.0358396
50906,-0.111069,0.257129,final,0.0339623
50907,-0.111922,0.259422,final,0.0321444
50908,-0.112902,0.261579,final,0.0303344
50909,-0.113693,0.263681,final,0.0284990
50910,-0.114046,0.265910,final,0.0266224
50911,-0.114062,0.268377,final,0.0246978
50912,-0.113914,0.270998,final,0.0227341
50913,-0.113744,0.273817,final,0.0207847
50914,-0.113643,0.276774,final,0.0188465
50915,-0.113765,0.279697,final,0.0168945
50916,-0.114133,0.282484,final,0.0149480
50917,-0.114609,0.285141,final,0.0130601
50918,-0.114986,0.287762,final,0.0112583
50919,-0.114877,0.290379,final,0.0095222
50920,-0.114508,0.293075,final,0.0078539
50921,-0.114038,0.295906,final,0.0061968
50922,-0.113680,0.298767,final,0.0044997
50923,-0.113566,0.301544,final,0.0027157
50924,-0.113602,0.304269,final,0.0007964
50925,-0.113660,0.307042,final,-0.0012989
50926,-0.113700,0.309931,final,-0.0035787
50927,-0.113646,0.312695,final,-0.0060350
50928,-0.113457,0.315123,final,-0.0085988
50929,-0.113107,0.317256,final,-0.0111338
50930,-0.112764,0.319347,final,-0.0135172
50931,-0.112694,0.321591,final,-0.0156916
50932,-0.112918,0.323952,final,-0.0176657
50933,-0.113187,0.326212,final,-0.0195062
50934,-0.113334,0.328310,final,-0.0212946
50935,-0.113447,0.330308,final,-0.0230758
50936,-0.113639,0.332314,final,-0.0248584
50937,-0.113914,0.334418,final,-0.0266392
50938,-0.114198,0.336679,final,-0.0284175
50939,-0.114418,0.339078,final,-0.0302087
50940,-0.114511,0.341387,final,-0.0320523
50941,-0.114442,0.343535,final,-0.0339004
50942,-0.114223,0.345574,final,-0.0357143
50943,-0.113838,0.347585,final,-0.0374909
50944,-0.113335,0.349644,final,-0.0392064
50945,-0.112828,0.351762,final,-0.0408359
50946,-0.112343,0.353906,final,-0.0423686
50947,-0.111861,0.356000,final,-0.0438156
50948,-0.111350,0.357980,final,-0.0452223
50949,-0.110883,0.359833,final,-0.0466623
50950,-0.110554,0.361601,final,-0.0482125
50951,-0.110291,0.363357,final,-0.0499273
50952,-0.110017,0.365186,final,-0.0518377
50953,-0.109882,0.367169,final,-0.0539439
50954,-0.109860,0.369339,final,-0.0562065
50955,-0.109588,0.371866,final,-0.0585527
50956,-0.109148,0.374623,final,-0.0609448
50957,-0.108645,0.377386,final,-0.0632712
50958,-0.108057,0.380019,final,-0.0654240
50959,-0.107583,0.382463,final,-0.0673566
50960,-0.107387,0.384660,final,-0.0690710
50961,-0.107338,0.386526,final,-0.0705917
50962,-0.107066,0.388152,final,-0.0719757
50963,-0.106464,0.389807,final,-0.0732972
50964,-0.105798,0.391687,final,-0.0746130
50965,-0.105231,0.393736,final,-0.0759441
50966,-0.104738,0.395791,final,-0.0772710
50967,-0.104440,0.397713,final,-0.0785817
50968,-0.104504,0.399420,final,-0.0798776
50969,-0.104634,0.401005,final,-0.0811453
50970,-0.104506,0.402570,final,-0.0823558
50971,-0.104100,0.404149,final,-0.0834578
50972,-0.103570,0.405745,final,-0.0844325
50973,-0.102957,0.407350,final,-0.0852839
50974,-0.102132,0.408969,final,-0.0860324
50975,-0.101187,0.410576,final,-0.0867264
50976,-0.100428,0.412094,final,-0.0874057
50977,-0.099925,0.413470,final,-0.0881018
50978,-0.099322,0.414735,final,-0.0888606
50979,-0.098304,0.415998,final,-0.0897194
50980,-0.096937,0.417343,final,-0.0906527
50981,-0.095272,0.418808,final,-0.0916352
50982,-0.093561,0.420497,final,-0.0926416
50983,-0.091698,0.422158,final,-0.0936165
50984,-0.089836,0.423658,final,-0.0945414
50985,-0.088083,0.425020,final,-0.0953728
50986,-0.086369,0.426311,final,-0.0960629
50987,-0.084609,0.427641,final,-0.0965964
50988,-0.082849,0.429108,final,-0.0970144
50989,-0.081286,0.430675,final,-0.0973995
50990,-0.079775,0.432119,final,-0.0977920
50991,-0.078133,0.433395,final,-0.0982186
50992,-0.076166,0.434576,final,-0.0986858
50993,-0.073764,0.435815,final,-0.0992064
50994,-0.071015,0.437250,final,-0.0997867
50995,-0.068154,0.438862,final,-0.1004088
50996,-0.065482,0.440515,final,-0.1010330
50997,-0.062924,0.442164,final,-0.1015981
50998,-0.060426,0.443842,final,-0.1020668
50999,-0.057908,0.445549,final,-0.1024404
51000,-0.055319,0.447216,final,-0.1027186
51001,-0.052737,0.448736,final,-0.1028967
51002,-0.050187,0.450077,final,-0.1029824
51003,-0.047704,0.451339,final,-0.1030035
51004,-0.045199,0.452727,final,-0.1030415
51005,-0.042685,0.454322,final,-0.1031947
51006,-0.040152,0.456003,final,-0.1035226
51007,-0.037658,0.457634,final,-0.1040298
51008,-0.035232,0.459166,final,-0.1046812
51009,-0.032900,0.460556,final,-0.1054190
51010,-0.030683,0.461674,final,-0.1061736
51011,-0.028522,0.462551,final,-0.1068659
51012,-0.026428,0.463344,final,-0.1074393
51013,-0.024443,0.464166,final,-0.1078724
51014,-0.022493,0.465026,final,-0.1081643
51015,-0.020569,0.465900,final,-0.1083311
51016,-0.018657,0.466777,final,-0.1084226
51017,-0.016506,0.467629,final,-0.1085224
51018,-0.014203,0.468402,final,-0.1086844
51019,-0.011813,0.469131,final,-0.1089446
51020,-0.009269,0.469958,final,-0.1093143
51021,-0.006668,0.470972,final,-0.1097623
51022,-0.004172,0.472121,final,-0.1102469
51023,-0.001843,0.473337,final,-0.1107304
51024,0.000226,0.474535,final,-0.1111935
51025,0.002130,0.475581,final,-0.1116704
51026,0.003987,0.476456,final,-0.1121369
51027,0.005895,0.477103,final,-0.1125522
51028,0.007792,0.477523,final,-0.1129176
51029,0.009780,0.477858,final,-0.1132469
51030,0.011973,0.478217,final,-0.1135605
51031,0.014121,0.478547,final,-0.1138838
51032,0.016098,0.478733,final,-0.1142743
51033,0.017942,0.478701,final,-0.1147954
51034,0.019931,0.478563,final,-0.1154840
51035,0.022221,0.478518,final,-0.1163391
51036,0.024768,0.478597,final,-0.1173091
51037,0.027592,0.478706,final,-0.1183170
51038,0.030554,0.478659,final,-0.1192872
51039,0.033246,0.478542,final,-0.1201329
51040,0.035470,0.478399,final,-0.1207999
51041,0.037423,0.478123,final,-0.1212755
51042,0.039468,0.477740,final,-0.1215926
51043,0.041701,0.477451,final,-0.1218266
51044,0.043962,0.477339,final,-0.1220355
51045,0.046203,0.477341,final,-0.1222367
51046,0.048393,0.477307,final,-0.1224955
51047,0.050449,0.477095,final,-0.1228588
51048,0.052365,0.476782,final,-0.1233150
51049,0.054230,0.476581,final,-0.1238411
51050,0.056162,0.476579,final,-0.1244240
51051,0.058239,0.476648,final,-0.1250624
51052,0.060561,0.476575,final,-0.1257425
51053,0.063107,0.476470,final,-0.1263636
51054,0.065542,0.476427,final,-0.1269212
51055,0.067639,0.476385,final,-0.1274676
51056,0.069486,0.476194,final,-0.1280275
51057,0.071205,0.475730,final,-0.1286092
51058,0.072929,0.474899,final,-0.1292343
51059,0.074849,0.473720,final,-0.1299243
51060,0.077185,0.472411,final,-0.1307220
51061,0.079856,0.471211,final,-0.1316830
51062,0.082521,0.470178,final,-0.1328370
51063,0.084989,0.469282,final,-0.1341501
51064,0.087267,0.468548,final,-0.1355729
51065,0.089385,0.467967,final,-0.1370316
51066,0.091423,0.467365,final,-0.1384432
51067,0.093276,0.466755,final,-0.1397025
51068,0.095030,0.466214,final,-0.1407564
51069,0.096923,0.465765,final,-0.1416251
51070,0.099189,0.465398,final,-0.1423535
51071,0.101734,0.465113,final,-0.1430362
51072,0.104219,0.464848,final,-0.1437484
51073,0.106347,0.464451,final,-0.1445251
51074,0.107971,0.463764,final,-0.1453833
51075,0.109242,0.462627,final,-0.1463441
51076,0.110536,0.461183,final,-0.1474095
51077,0.112097,0.459663,final,-0.1485342
51078,0.113945,0.458164,final,-0.1496726
51079,0.115898,0.456714,final,-0.1507802
51080,0.117639,0.455268,final,-0.1518292
51081,0.119140,0.453929,final,-0.1528258
51082,0.120363,0.452685,final,-0.1537743
51083,0.121367,0.451340,final,-0.1546698
51084,0.122315,0.449768,final,-0.1555055
51085,0.123281,0.448099,final,-0.1563181
51086,0.124240,0.446551,final,-0.1571720
51087,0.125313,0.445212,final,-0.1581622
51088,0.126546,0.444002,final,-0.1593458
51089,0.128086,0.442694,final,-0.1607503
51090,0.129807,0.441297,final,-0.1623819
51091,0.131491,0.439777,final,-0.1641995
51092,0.132993,0.438061,final,-0.1661005
51093,0.134309,0.436117,final,-0.1679768
51094,0.135691,0.434047,final,-0.1697717
51095,0.137243,0.432143,final,-0.1714298
51096,0.138834,0.430689,final,-0.1729521
51097,0.140203,0.429638,final,-0.1743443
51098,0.141286,0.428686,final,-0.1756272
51099,0.142092,0.427576,final,-0.1768590
51100,0.142884,0.426172,final,-0.1781084
51101,0.143986,0.424662,final,-0.1794396
51102,0.145307,0.423321,final,-0.1808271
51103,0.146704,0.422172,final,-0.1822437
51104,0.148080,0.421079,final,-0.1836888
51105,0.149294,0.419907,final,-0.1851536
51106,0.150293,0.418568,final,-0.1866161
51107,0.151198,0.416990,final,-0.1880647
51108,0.151837,0.415086,final,-0.1894793
51109,0.152237,0.413073,final,-0.1908137
51110,0.152536,0.411208,final,-0.1920735
51111,0.152953,0.409564,final,-0.1933035
51112,0.153505,0.408006,final,-0.1945232
51113,0.154186,0.406375,final,-0.1957162
51114,0.155037,0.404651,final,-0.1969014
51115,0.156074,0.402921,final,-0.1981601
51116,0.157185,0.401316,final,-0.1995900
51117,0.158291,0.399825,final,-0.2012454
51118,0.159458,0.398396,final,-0.2031303
51119,0.160694,0.396965,final,-0.2051926
51120,0.161886,0.395519,final,-0.2073251
51121,0.162845,0.394035,final,-0.2094093
51122,0.163272,0.392375,final,-0.2113650
51123,0.163213,0.390507,final,-0.2131407
51124,0.163263,0.388362,final,-0.2147551
51125,0.163626,0.386009,final,-0.2162487
51126,0.164221,0.383613,final,-0.2176819
51127,0.164879,0.381264,final,-0.2191202
51128,0.165517,0.379013,final,-0.2205909
51129,0.166180,0.376921,final,-0.2220896
51130,0.166646,0.374893,final,-0.2236081
51131,0.166663,0.372843,final,-0.2251319
51132,0.166215,0.370790,final,-0.2266414
51133,0.165475,0.368736,final,-0.2281143
51134,0.164702,0.366734,final,-0.2295452
51135,0.164178,0.364813,final,-0.2309338
51136,0.163854,0.362880,final,-0.2322805
51137,0.163280,0.360966,final,-0.2335782
51138,0.162049,0.359076,final,-0.2348337
51139,0.160171,0.357115,final,-0.2360622
51140,0.158201,0.355065,final,-0.2372881
51141,0.156440,0.353082,final,-0.2385329
51142,0.154900,0.351195,final,-0.2398188
51143,0.153777,0.349260,final,-0.2412040
51144,0.152877,0.347211,final,-0.2427405
51145,0.151920,0.345041,final,-0.2444404
51146,0.151001,0.342889,final,-0.2462693
51147,0.150227,0.340948,final,-0.2481323
51148,0.149270,0.339267,final,-0.2499302
51149,0.148037,0.337731,final,-0.2515939
51150,0.147090,0.336315,final,-0.2531158
51151,0.146541,0.335186,final,-0.2544798
51152,0.145949,0.334320,final,-0.2557069
51153,0.145019,0.333489,final,-0.2568494
51154,0.143781,0.332554,final,-0.2579503
51155,0.142355,0.331434,final,-0.2590320
51156,0.140931,0.329945,final,-0.2601053
51157,0.139740,0.328058,final,-0.2612184
51158,0.138756,0.325998,final,-0.2623909
51159,0.137966,0.323979,final,-0.2635827
51160,0.137430,0.322068,final,-0.2647357
51161,0.137204,0.320259,final,-0.2658275
51162,0.137277,0.318608,final,-0.2668465
51163,0.137568,0.317190,final,-0.2677791
51164,0.138079,0.315907,final,-0.2686158
51165,0.138953,0.314663,final,-0.2693720
51166,0.140156,0.313589,final,-0.2700595
51167,0.141448,0.312705,final,-0.2707009
51168,0.142416,0.311710,final,-0.2713359
51169,0.142881,0.310266,final,-0.2720006
51170,0.143073,0.308525,final,-0.2727442
51171,0.143175,0.306879,final,-0.2736499
51172,0.143165,0.305392,final,-0.2747502
51173,0.142900,0.303966,final,-0.2760006
51174,0.142367,0.302614,final,-0.2773312
51175,0.141806,0.301356,final,-0.2786753
51176,0.141292,0.300155,final,-0.2799775
51177,0.140683,0.298896,final,-0.2812099
51178,0.139760,0.297462,final,-0.2823341
51179,0.138662,0.295726,final,0.7166631
51180,0.137870,0.293747,final,0.7157538
51181,0.137506,0.291866,final,0.7148929
51182,0.137217,0.290294,final,0.7140423
51183,0.136818,0.288984,final,0.7131819
51184,0.136482,0.287924,final,0.7122795
51185,0.136332,0.287197,final,0.7112652
51186,0.136203,0.286724,final,0.7101837
51187,0.135837,0.286352,final,0.7091047
51188,0.134994,0.285871,final,0.7080354
51189,0.133556,0.285043,final,0.7069937
51190,0.131549,0.283737,final,0.7060484
51191,0.129265,0.282059,final,0.7052346
51192,0.127047,0.280160,final,0.7045002
51193,0.124936,0.278159,final,0.7038183
51194,0.122799,0.276241,final,0.7032077
51195,0.120715,0.274526,final,0.7026524
51196,0.118972,0.272993,final,0.7021070
51197,0.117610,0.271575,final,0.7014909
51198,0.116624,0.270192,final,0.7007374
51199,0.116168,0.268857,final,0.6997973
51200,0.116203,0.267663,final,0.6986720
51201,0.116308,0.266590,final,0.6974028
51202,0.116022,0.265533,final,0.6960345
51203,0.115202,0.264426,final,0.6946253
51204,0.114076,0.263344,final,0.6932741
51205,0.112911,0.262407,final,0.6920250
51206,0.111705,0.261568,final,0.6908424
51207,0.110610,0.260696,final,0.6896986
51208,0.109464,0.259743,final,0.6885450
51209,0.108165,0.258701,final,0.6873616
51210,0.106683,0.257511,final,0.6861358
51211,0.105089,0.256175,final,0.6848638
51212,0.103481,0.254829,final,0.6835548
51213,0.102007,0.253609,final,0.6822259
51214,0.101001,0.252736,final,0.6808925
51215,0.100420,0.252394,final,0.6795712
51216,0.099709,0.252408,final,0.6782882
51217,0.098469,0.252435,final,0.6770761
51218,0.096760,0.252360,final,0.6759552
51219,0.094791,0.252095,final,0.6749119
51220,0.092707,0.251395,final,0.6739428
51221,0.090821,0.250405,final,0.6730364
51222,0.089248,0.249387,final,0.6721393
51223,0.087966,0.248408,final,0.6711804
51224,0.086868,0.247601,final,0.6701140
51225,0.085793,0.247135,final,0.6689183
51226,0.084530,0.246975,final,0.6675736
51227,0.082774,0.246877,final,0.6660522
51228,0.080891,0.246595,final,0.6643942
51229,0.079399,0.246105,final,0.6626968
51230,0.078531,0.245627,final,0.6610413
51231,0.078239,0.245304,final,0.6594725
51232,0.078164,0.245076,final,0.6580508
51233,0.077718,0.244839,final,0.6568111
51234,0.076558,0.244484,final,0.6557312
51235,0.074961,0.243951,final,0.6547679
51236,0.073168,0.243268,final,0.6538752
51237,0.071464,0.242554,final,0.6529877
51238,0.070069,0.241976,final,0.6520673
51239,0.068995,0.241657,final,0.6511253
51240,0.068200,0.241639,final,0.6501754
51241,0.067493,0.241858,final,0.6491977
51242,0.066647,0.242193,final,0.6481838
51243,0.065569,0.242524,final,0.6471735
51244,0.064434,0.242717,final,0.6462583
51245,0.063364,0.242726,final,0.6454292
51246,0.062277,0.242547,final,0.6446676
51247,0.061117,0.242178,final,0.6439574
51248,0.060054,0.241779,final,0.6432645
51249,0.058892,0.241408,final,0.6425490
51250,0.057599,0.241030,final,0.6417652
51251,0.056177,0.240602,final,0.6408641
51252,0.054647,0.240153,final,0.6398005
51253,0.052992,0.239722,final,0.6385608
51254,0.051221,0.239311,final,0.6371604
51255,0.049878,0.239101,final,0.6356283
51256,0.049026,0.239219,final,0.6340067
51257,0.048271,0.239599,final,0.6323448
51258,0.047412,0.240100,final,0.6306827
51259,0.046599,0.240637,final,0.6290823
51260,0.045650,0.241135,final,0.6276210
51261,0.044170,0.241474,final,0.6263176
51262,0.042102,0.241584,final,0.6251154
51263,0.039380,0.241585,final,0.6239661
51264,0.036432,0.241526,final,0.6227899
51265,0.033832,0.241314,final,0.6215475
51266,0.031761,0.241084,final,0.6202271
51267,0.029928,0.241071,final,0.6188549
51268,0.028037,0.241194,final,0.6174657
51269,0.026057,0.241135,final,0.6160559
51270,0.023974,0.240832,final,0.6146358
51271,0.021905,0.240384,final,0.6132488
51272,0.020137,0.239963,final,0.6119436
51273,0.018737,0.239710,final,0.6107195
51274,0.017469,0.239717,final,0.6095502
51275,0.015914,0.240002,final,0.6084063
51276,0.013876,0.240334,final,0.6073019
51277,0.012140,0.240555,final,0.6062160
51278,0.011083,0.240804,final,0.6050794
51279,0.010560,0.241312,final,0.6038380
51280,0.010204,0.242138,final,0.6024367
51281,0.009650,0.243113,final,0.6008313
51282,0.008885,0.244125,final,0.5990325
51283,0.008159,0.245239,final,0.5971267
51284,0.007408,0.246493,final,0.5951894
51285,0.006342,0.247681,final,0.5933008
51286,0.004867,0.248522,final,0.5915425
51287,0.003156,0.248924,final,0.5899368
51288,0.001593,0.249017,final,0.5884796
51289,0.000275,0.249008,final,0.5871357
51290,-0.000972,0.249080,final,0.5858700
51291,-0.002186,0.249439,final,0.5846524
51292,-0.003566,0.250135,final,0.5834096
51293,-0.005254,0.251018,final,0.5821038
51294,-0.006900,0.251935,final,0.5807272
51295,-0.007942,0.252863,final,0.5792883
51296,-0.008277,0.253911,final,0.5778153
51297,-0.008387,0.255170,final,0.5763425
51298,-0.008588,0.256577,final,0.5749110
51299,-0.009185,0.257903,final,0.5735568
51300,-0.010347,0.258928,final,0.5723009
51301,-0.011873,0.259593,final,0.5711608
51302,-0.013458,0.259959,final,0.5701531
51303,-0.014797,0.260175,final,0.5692849
51304,-0.015724,0.260526,final,0.5685253
51305,-0.016426,0.261149,final,0.5678023
51306,-0.017119,0.261962,final,0.5670242
51307,-0.017870,0.262789,final,0.5661260
51308,-0.018477,0.263606,final,0.5650662
51309,-0.018823,0.264586,final,0.5638383
51310,-0.019059,0.265795,final,0.5624417
51311,-0.019187,0.267186,final,0.5609021
51312,-0.019149,0.268658,final,0.5593077
51313,-0.018973,0.270184,final,0.5577711
51314,-0.018976,0.271781,final,0.5563838
51315,-0.019324,0.273417,final,0.5551776
51316,-0.019787,0.274936,final,0.5541047
51317,-0.020128,0.276150,final,0.5530771
51318,-0.020332,0.277008,final,0.5520312
51319,-0.020438,0.277674,final,0.5509326
51320,-0.020450,0.278354,final,0.5497423
51321,-0.020467,0.279097,final,0.5484752
51322,-0.020683,0.279826,final,0.5471842
51323,-0.021262,0.280503,final,0.5458829
51324,-0.022165,0.281112,final,0.5446169
51325,-0.023053,0.281606,final,0.5434790
51326,-0.023667,0.282164,final,0.5424877
51327,-0.024033,0.282816,final,0.5416207
51328,-0.024333,0.283433,final,0.5408573
51329,-0.024652,0.283999,final,0.5401792
51330,-0.025079,0.284631,final,0.5395709
51331,-0.025754,0.285420,final,0.5389991
51332,-0.026578,0.286301,final,0.5384210
51333,-0.027285,0.287327,final,0.5377971
51334,-0.027871,0.288633,final,0.5370776
51335,-0.028523,0.290177,final,0.5362240
51336,-0.029186,0.291659,final,0.5352345
51337,-0.029754,0.292843,final,0.5340876
51338,-0.030300,0.293659,final,0.5327944
51339,-0.030738,0.294133,final,0.5314212
51340,-0.031038,0.294527,final,0.5300582
51341,-0.031309,0.295078,final,0.5288036
51342,-0.031514,0.295826,final,0.5277451
51343,-0.031656,0.296786,final,0.5268842
51344,-0.031975,0.297845,final,0.5261647
51345,-0.032548,0.298745,final,0.5255264
51346,-0.032920,0.299396,final,0.5249123
51347,-0.032979,0.299929,final,0.5242564
51348,-0.032827,0.300477,final,0.5235431
51349,-0.032548,0.301173,final,0.5227985
51350,-0.032331,0.302042,final,0.5220543
51351,-0.032297,0.302954,final,0.5213344
51352,-0.032329,0.303800,final,0.5206902
51353,-0.032152,0.304619,final,0.5201869
51354,-0.031924,0.305521,final,0.5198245
51355,-0.031987,0.306513,final,0.5195920
51356,-0.032339,0.307500,final,0.5194892
51357,-0.032596,0.308342,final,0.5194934
51358,-0.032558,0.309001,final,0.5195805
51359,-0.032354,0.309585,final,0.5197040
51360,-0.032226,0.310190,final,0.5198185
51361,-0.032068,0.310915,final,0.5198866
51362,-0.031699,0.311909,final,0.5198591
51363,-0.031085,0.313215,final,0.5196997
51364,-0.030357,0.314699,final,0.5193533
51365,-0.029618,0.316126,final,0.5188338
51366,-0.028824,0.317371,final,0.5181964
51367,-0.027897,0.318494,final,0.5175319
51368,-0.026951,0.319651,final,0.5169290
51369,-0.026138,0.320873,final,0.5164390
51370,-0.025471,0.322078,final,0.5160635
51371,-0.024933,0.323271,final,0.5157658
51372,-0.024581,0.324514,final,0.5154992
51373,-0.024449,0.325748,final,0.5152114
51374,-0.024658,0.326805,final,0.5148502
51375,-0.025152,0.327509,final,0.5144098
51376,-0.025622,0.328025,final,0.5138963
51377,-0.025806,0.328571,final,0.5133493
51378,-0.025684,0.329224,final,0.5128217
51379,-0.025298,0.330007,final,0.5123413
51380,-0.024717,0.330822,final,0.5119259
51381,-0.024080,0.331559,final,0.5115925
51382,-0.023527,0.332199,final,0.5113601
51383,-0.023351,0.332724,final,0.5112268
51384,-0.023605,0.333158,final,0.5111795
51385,-0.023900,0.333587,final,0.5112034
51386,-0.023941,0.334091,final,0.5112447
51387,-0.023772,0.334763,final,0.5112465
51388,-0.023425,0.335632,final,0.5111641
51389,-0.022915,0.336597,final,0.5109674
51390,-0.022277,0.337623,final,0.5106019
51391,-0.021555,0.338687,final,0.5100597
51392,-0.020774,0.339709,final,0.5093835
51393,-0.019793,0.340667,final,0.5085834
51394,-0.018498,0.341557,final,0.5077248
51395,-0.017027,0.342436,final,0.5069517
51396,-0.015672,0.343475,final,0.5063363
51397,-0.014696,0.344658,final,0.5058855
51398,-0.014084,0.345765,final,0.5055726
51399,-0.013742,0.346609,final,0.5053566
51400,-0.013485,0.347178,final,0.5051554
51401,-0.013144,0.347583,final,0.5048818
51402,-0.012658,0.347937,final,0.5044943
51403,-0.012154,0.348311,final,0.5040306
51404,-0.011750,0.348850,final,0.5034755
51405,-0.011634,0.349692,final,0.5028335
51406,-0.011505,0.350800,final,0.5021506
51407,-0.010949,0.352053,final,0.5014756
51408,-0.010234,0.353322,final,0.5008665
51409,-0.009712,0.354528,final,0.5003538
51410,-0.009212,0.355672,final,0.4999497
51411,-0.008586,0.356847,final,0.4996446
51412,-0.008163,0.358052,final,0.4993757
51413,-0.008158,0.359165,final,0.4991079
51414,-0.008398,0.360152,final,0.4988128
51415,-0.008609,0.360992,final,0.4984385
51416,-0.008513,0.361683,final,0.4978885
51417,-0.008308,0.362284,final,0.4971141
51418,-0.008097,0.362810,final,0.4961367
51419,-0.007738,0.363267,final,0.4950132
51420,-0.007204,0.363717,final,0.4937950
51421,-0.006686,0.364189,final,0.4925597
51422,-0.006403,0.364616,final,0.4913970
51423,-0.006301,0.364947,final,0.4903736
51424,-0.006135,0.365246,final,0.4894959
51425,-0.005666,0.365580,final,0.4887330
51426,-0.004795,0.366038,final,0.4880416
51427,-0.003618,0.366597,final,0.4873767
51428,-0.002379,0.367172,final,0.4867018
51429,-0.001224,0.367789,final,0.4859969
51430,-0.000326,0.368436,final,0.4852594
51431,0.000146,0.369032,final,0.4844892
51432,0.000468,0.369566,final,0.4837042
51433,0.000948,0.370106,final,0.4829547
51434,0.001685,0.370777,final,0.4822724
51435,0.002499,0.371659,final,0.4816757
51436,0.003125,0.372601,final,0.4811804
51437,0.003588,0.373311,final,0.4808012
51438,0.003974,0.373768,final,0.4805073
51439,0.004269,0.374148,final,0.4802400
51440,0.004430,0.374599,final,0.4799374
51441,0.004598,0.375082,final,0.4795551
51442,0.004972,0.375474,final,0.4790366
51443,0.005429,0.375745,final,0.4783341
51444,0.005543,0.375947,final,0.4774473
51445,0.005295,0.375998,final,0.4764040
51446,0.005068,0.375928,final,0.4752684
51447,0.005103,0.375956,final,0.4741016
51448,0.005347,0.376255,final,0.4729385
51449,0.005649,0.376794,final,0.4718520
51450,0.005911,0.377476,final,0.4708922
51451,0.006184,0.378266,final,0.4700389
51452,0.006451,0.379153,final,0.4692934
51453,0.006701,0.380059,final,0.4686452
51454,0.007176,0.380917,final,0.4679887
51455,0.007845,0.381653,final,0.4672008
51456,0.008526,0.382203,final,0.4662491
51457,0.009241,0.382606,final,0.4651385
51458,0.009877,0.382748,final,0.4638969
51459,0.010538,0.382652,final,0.4625806
51460,0.011387,0.382611,final,0.4612317
51461,0.012412,0.382745,final,0.4598978
51462,0.013376,0.382881,final,0.4586355
51463,0.014018,0.382908,final,0.4574952
51464,0.014245,0.382865,final,0.4564746
51465,0.014096,0.382789,final,0.4555292
51466,0.013849,0.382743,final,0.4546726
51467,0.013808,0.382687,final,0.4539074
51468,0.014083,0.382548,final,0.4531824
51469,0.014566,0.382434,final,0.4524298
51470,0.015151,0.382503,final,0.4515918
51471,0.015789,0.382739,final,0.4505998
51472,0.016420,0.382975,final,0.4493691
51473,0.016844,0.383126,final,0.4478794
51474,0.017235,0.383226,final,0.4461654
51475,0.017787,0.383399,final,0.4442978
51476,0.018376,0.383651,final,0.4423803
51477,0.018948,0.383791,final,0.4405215
