MJD,x_pole,y_pole,Type,UT1-UTC
45220,0.115442,0.081171,final,0.5008627
45221,0.112715,0.079989,final,0.4983814
45222,0.109926,0.078850,final,0.4960381
45223,0.107055,0.077753,final,0.4938382
45224,0.104077,0.076701,final,0.4917474
45225,0.100957,0.075698,final,0.4896977
45226,0.097669,0.074745,final,0.4876067
45227,0.094187,0.073846,final,0.4854026
45228,0.090535,0.073002,final,0.4830409
45229,0.086751,0.072218,final,0.4805269
45230,0.082864,0.071495,final,0.4779157
45231,0.078902,0.070835,final,0.4752903
45232,0.074889,0.070238,final,0.4727328
45233,0.070842,0.069706,final,0.4703058
45234,0.066781,0.069239,final,0.4680406
45235,0.062720,0.068835,final,0.4659380
45236,0.058672,0.068496,final,0.4639747
45237,0.054646,0.068219,final,0.4621090
45238,0.050647,0.068004,final,0.4602881
45239,0.046681,0.067849,final,0.4584548
45240,0.042751,0.067754,final,0.4565524
45241,0.038860,0.067715,final,0.4545311
45242,0.035011,0.067734,final,0.4523526
45243,0.031202,0.067808,final,0.4499964
45244,0.027430,0.067937,final,0.4474676
45245,0.023696,0.068121,final,0.4448034
45246,0.019997,0.068358,final,0.4420726
45247,0.016333,0.068646,final,0.4393619
45248,0.012704,0.068984,final,0.4367550
45249,0.009109,0.069368,final,0.4343079
45250,0.005551,0.069796,final,0.4320322
45251,0.002030,0.070265,final,0.4298920
45252,-0.001453,0.070771,final,0.4278149
45253,-0.004898,0.071314,final,0.4257127
45254,-0.008305,0.071889,final,0.4235055
45255,-0.011678,0.072494,final,0.4211443
45256,-0.015019,0.073128,final,0.4186240
45257,-0.018332,0.073789,final,0.4159852
45258,-0.021623,0.074473,final,0.4133022
45259,-0.024898,0.075180,final,0.4106613
45260,-0.028169,0.075910,final,0.4081392
45261,-0.031449,0.076662,final,0.4057877
45262,-0.034746,0.077436,final,0.4036267
45263,-0.038058,0.078236,final,0.4016441
45264,-0.041380,0.079065,final,0.3998034
45265,-0.044705,0.079927,final,0.3980519
45266,-0.048031,0.080829,final,0.3963275
45267,-0.051356,0.081775,final,0.3945673
45268,-0.054675,0.082771,final,0.3927147
45269,-0.057986,0.083820,final,0.3907243
45270,-0.061284,0.084924,final,0.3885650
45271,-0.064563,0.086084,final,0.3862246
45272,-0.067822,0.087302,final,0.3837172
45273,-0.071059,0.088577,final,0.3810899
45274,-0.074272,0.089910,final,0.3784208
45275,-0.077460,0.091300,final,0.3758020
45276,-0.080625,0.092745,final,0.3733113
45277,-0.083765,0.094245,final,0.3709844
45278,-0.086881,0.095799,final,0.3688011
45279,-0.089972,0.097404,final,0.3666925
45280,-0.093037,0.099061,final,0.3645653
45281,-0.096074,0.100769,final,0.3623329
45282,-0.099081,0.102528,final,0.3599387
45283,-0.102057,0.104338,final,0.3573693
45284,-0.105001,0.106199,final,0.3546546
45285,-0.107914,0.108112,final,0.3518560
45286,-0.110798,0.110075,final,0.3490498
45287,-0.113655,0.112086,final,0.3463100
45288,-0.116491,0.114142,final,0.3436937
45289,-0.119311,0.116238,final,0.3412326
45290,-0.122121,0.118372,final,0.3389307
45291,-0.124921,0.120541,final,0.3367679
45292,-0.127713,0.122743,final,0.3347043
45293,-0.130494,0.124976,final,0.3326864
45294,-0.133257,0.127239,final,0.3306559
45295,-0.136000,0.129532,final,0.3285572
45296,-0.138714,0.131857,final,0.3263445
45297,-0.141394,0.134220,final,0.3239858
45298,-0.144032,0.136622,final,0.3214646
45299,-0.146627,0.139068,final,0.3187832
45300,-0.149178,0.141561,final,0.3159685
45301,-0.151686,0.144105,final,0.3130776
45302,-0.154151,0.146703,final,0.3101936
45303,-0.156573,0.149359,final,0.3074063
45304,-0.158950,0.152075,final,0.3047811
45305,-0.161280,0.154852,final,0.3023308
45306,-0.163559,0.157690,final,0.3000071
45307,-0.165784,0.160590,final,0.2977185
45308,-0.167952,0.163551,final,0.2953651
45309,-0.170064,0.166572,final,0.2928746
45310,-0.172117,0.169651,final,0.2902250
45311,-0.174110,0.172789,final,0.2874426
45312,-0.176043,0.175984,final,0.2845876
45313,-0.177915,0.179233,final,0.2817327
45314,-0.179727,0.182535,final,0.2789457
45315,-0.181477,0.185885,final,0.2762783
45316,-0.183165,0.189279,final,0.2737600
45317,-0.184785,0.192715,final,0.2713973
45318,-0.186333,0.196186,final,0.2691743
45319,-0.187803,0.199689,final,0.2670564
45320,-0.189190,0.203217,final,0.2649953
45321,-0.190495,0.206760,final,0.2629377
45322,-0.191717,0.210303,final,0.2608307
45323,-0.192866,0.213836,final,0.2586284
45324,-0.193950,0.217359,final,0.2562967
45325,-0.194979,0.220869,final,0.2538178
45326,-0.195958,0.224367,final,0.2511908
45327,-0.196893,0.227854,final,0.2484329
45328,-0.197789,0.231330,final,0.2455832
45329,-0.198648,0.234796,final,0.2427042
45330,-0.199474,0.238253,final,0.2398746
45331,-0.200270,0.241702,final,0.2371677
45332,-0.201037,0.245145,final,0.2346222
45333,-0.201781,0.248582,final,0.2322199
45334,-0.202501,0.252015,final,0.2298861
45335,-0.203196,0.255443,final,0.2275162
45336,-0.203865,0.258868,final,0.2250174
45337,-0.204503,0.262290,final,0.2223447
45338,-0.205109,0.265709,final,0.2195132
45339,-0.205679,0.269126,final,0.2165864
45340,-0.206211,0.272541,final,0.2136481
45341,-0.206698,0.275954,final,0.2107756
45342,-0.207134,0.279362,final,0.2080235
45343,-0.207512,0.282769,final,0.2054182
45344,-0.207824,0.286178,final,0.2029598
45345,-0.208065,0.289595,final,0.2006275
45346,-0.208228,0.293025,final,0.1983841
45347,-0.208306,0.296472,final,0.1961809
45348,-0.208295,0.299939,final,0.1939612
45349,-0.208192,0.303427,final,0.1916668
45350,-0.207994,0.306938,final,0.1892461
45351,-0.207702,0.310471,final,0.1866602
45352,-0.207312,0.314027,final,0.1838891
45353,-0.206826,0.317606,final,0.1809333
45354,-0.206246,0.321205,final,0.1778134
45355,-0.205577,0.324824,final,0.1745679
45356,-0.204826,0.328461,final,0.1712518
45357,-0.204001,0.332114,final,0.1679328
45358,-0.203109,0.335783,final,0.1646808
45359,-0.202163,0.339469,final,0.1615482
45360,-0.201173,0.343170,final,0.1585450
45361,-0.200149,0.346887,final,0.1556253
45362,-0.199101,0.350620,final,0.1526985
45363,-0.198042,0.354368,final,0.1496624
45364,-0.196978,0.358129,final,0.1464464
45365,-0.195909,0.361895,final,0.1430413
45366,-0.194834,0.365660,final,0.1395029
45367,-0.193754,0.369417,final,0.1359290
45368,-0.192667,0.373159,final,0.1324243
45369,-0.191571,0.376878,final,0.1290716
45370,-0.190467,0.380568,final,0.1259177
45371,-0.189350,0.384221,final,0.1229750
45372,-0.188217,0.387830,final,0.1202285
45373,-0.187065,0.391388,final,0.1176439
45374,-0.185891,0.394890,final,0.1151739
45375,-0.184696,0.398342,final,0.1127618
45376,-0.183481,0.401753,final,0.1103476
45377,-0.182252,0.405131,final,0.1078737
45378,-0.181012,0.408486,final,0.1052937
45379,-0.179763,0.411823,final,0.1025785
45380,-0.178501,0.415143,final,0.0997205
45381,-0.177224,0.418446,final,0.0967356
45382,-0.175927,0.421732,final,0.0936592
45383,-0.174608,0.425001,final,0.0905413
45384,-0.173265,0.428253,final,0.0874380
45385,-0.171896,0.431486,final,0.0844038
45386,-0.170501,0.434703,final,0.0814787
45387,-0.169079,0.437903,final,0.0786717
45388,-0.167629,0.441088,final,0.0759478
45389,-0.166150,0.444259,final,0.0732289
45390,-0.164643,0.447416,final,0.0704155
45391,-0.163108,0.450561,final,0.0674177
45392,-0.161546,0.453691,final,0.0641933
45393,-0.159956,0.456805,final,0.0607686
45394,-0.158339,0.459900,final,0.0572310
45395,-0.156694,0.462974,final,0.0536983
45396,-0.155010,0.466023,final,0.0502796
45397,-0.153275,0.469040,final,0.0470495
45398,-0.151478,0.472020,final,0.0440379
45399,-0.149603,0.474956,final,0.0412361
45400,-0.147644,0.477846,final,0.0386074
45401,-0.145596,0.480690,final,0.0360988
45402,-0.143454,0.483489,final,0.0336493
45403,-0.141214,0.486245,final,0.0311964
45404,-0.138872,0.488959,final,0.0286811
45405,-0.136425,0.491634,final,0.0260544
45406,-0.133868,0.494273,final,0.0232825
45407,-0.131193,0.496878,final,0.0203530
45408,-0.128393,0.499452,final,0.0172785
45409,-0.125461,0.501995,final,0.0140966
45410,-0.122401,0.504511,final,0.0108659
45411,-0.119218,0.507000,final,0.0076555
45412,-0.115920,0.509464,final,0.0045306
45413,-0.112513,0.511902,final,0.0015371
45414,-0.109005,0.514313,final,-0.0013109
45415,-0.105403,0.516698,final,-0.0040393
45416,-0.101714,0.519056,final,-0.0067144
45417,-0.097945,0.521386,final,-0.0094311
45418,-0.094102,0.523685,final,-0.0122879
45419,-0.090192,0.525952,final,-0.0153552
45420,-0.086220,0.528185,final,-0.0186478
45421,-0.082192,0.530380,final,-0.0221153
45422,-0.078113,0.532530,final,-0.0256580
45423,-0.073992,0.534630,final,-0.0291587
45424,-0.069833,0.536672,final,-0.0325178
45425,-0.065642,0.538652,final,-0.0356749
45426,-0.061423,0.540566,final,-0.0386148
45427,-0.057178,0.542410,final,-0.0413595
45428,-0.052911,0.544177,final,-0.0439548
45429,-0.048625,0.545865,final,-0.0464595
45430,-0.044324,0.547468,final,-0.0489363
45431,-0.040010,0.548984,final,-0.0514449
45432,-0.035685,0.550408,final,-0.0540366
45433,-0.031352,0.551739,final,-0.0567483
45434,-0.027014,0.552975,final,-0.0596006
45435,-0.022676,0.554115,final,-0.0625928
45436,-0.018341,0.555159,final,-0.0656991
45437,-0.014018,0.556107,final,-0.0688677
45438,-0.009711,0.556960,final,-0.0720272
45439,-0.005430,0.557718,final,-0.0751004
45440,-0.001179,0.558383,final,-0.0780245
45441,0.003036,0.558955,final,-0.0807706
45442,0.007214,0.559437,final,-0.0833549
45443,0.011354,0.559832,final,-0.0858353
45444,0.015456,0.560141,final,-0.0882984
45445,0.019519,0.560369,final,-0.0908370
45446,0.023545,0.560520,final,-0.0935240
45447,0.027536,0.560599,final,-0.0963907
45448,0.031493,0.560608,final,-0.0994141
45449,0.035419,0.560552,final,-0.1025219
45450,0.039316,0.560435,final,-0.1056141
45451,0.043188,0.560258,final,-0.1085892
45452,0.047037,0.560026,final,-0.1113719
45453,0.050870,0.559740,final,-0.1139272
45454,0.054691,0.559403,final,-0.1162615
45455,0.058507,0.559016,final,-0.1184139
45456,0.062325,0.558582,final,-0.1204438
45457,0.066152,0.558104,final,-0.1224196
45458,0.069995,0.557584,final,-0.1244092
45459,0.073860,0.557025,final,-0.1264725
45460,0.077754,0.556429,final,-0.1286562
45461,0.081685,0.555798,final,-0.1309902
45462,0.085658,0.555130,final,-0.1334833
45463,0.089674,0.554419,final,-0.1361219
45464,0.093731,0.553661,final,-0.1388681
45465,0.097828,0.552852,final,-0.1416598
45466,0.101962,0.551988,final,-0.1444174
45467,0.106128,0.551065,final,-0.1470626
45468,0.110318,0.550080,final,-0.1495435
45469,0.114525,0.549030,final,-0.1518561
45470,0.118742,0.547908,final,-0.1540477
45471,0.122961,0.546712,final,-0.1562041
45472,0.127175,0.545437,final,-0.1584216
45473,0.131376,0.544078,final,-0.1607772
45474,0.135555,0.542629,final,-0.1633072
45475,0.139705,0.541085,final,-0.1659979
45476,0.143817,0.539444,final,-0.1687922
45477,0.147883,0.537703,final,-0.1716045
45478,0.151894,0.535860,final,-0.1743432
45479,0.155842,0.533914,final,-0.1769304
45480,0.159722,0.531868,final,-0.1793179
45481,0.163529,0.529725,final,-0.1814945
45482,0.167259,0.527487,final,-0.1834831
45483,0.170911,0.525159,final,-0.1853312
45484,0.174485,0.522746,final,-0.1871007
45485,0.177982,0.520252,final,-0.1888580
45486,0.181404,0.517681,final,-0.1906645
45487,0.184753,0.515037,final,-0.1925689
45488,0.188032,0.512327,final,-0.1946017
45489,0.191244,0.509558,final,-0.1967747
45490,0.194395,0.506739,final,-0.1990816
45491,0.197492,0.503879,final,-0.2014974
45492,0.200541,0.500987,final,-0.2039770
45493,0.203550,0.498073,final,-0.2064550
45494,0.206528,0.495148,final,-0.2088550
45495,0.209480,0.492222,final,-0.2111105
45496,0.212415,0.489307,final,-0.2131924
45497,0.215333,0.486412,final,-0.2151267
45498,0.218233,0.483549,final,-0.2169918
45499,0.221115,0.480725,final,-0.2188927
45500,0.223976,0.477947,final,-0.2209224
45501,0.226824,0.475207,final,-0.2231291
45502,0.229666,0.472493,final,-0.2255023
45503,0.232486,0.469775,final,-0.2279791
45504,0.235262,0.467023,final,-0.2304674
45505,0.237982,0.464206,final,-0.2328710
45506,0.240673,0.461293,final,-0.2351104
45507,0.243369,0.458256,final,-0.2371338
45508,0.246096,0.455072,final,-0.2389222
45509,0.248807,0.451761,final,-0.2404892
45510,0.251420,0.448365,final,-0.2418739
45511,0.253921,0.444904,final,-0.2431316
45512,0.256340,0.441383,final,-0.2443256
45513,0.258706,0.437806,final,-0.2455186
45514,0.261051,0.434179,final,-0.2467632
45515,0.263385,0.430511,final,-0.2480974
45516,0.265702,0.426817,final,0.7504601
45517,0.267994,0.423105,final,0.7489115
45518,0.270256,0.419360,final,0.7472782
45519,0.272482,0.415567,final,0.7455971
45520,0.274667,0.411707,final,0.7439198
45521,0.276806,0.407765,final,0.7423097
45522,0.278894,0.403727,final,0.7408313
45523,0.280941,0.399608,final,0.7395256
45524,0.282960,0.395438,final,0.7383876
45525,0.284967,0.391244,final,0.7373551
45526,0.286976,0.387055,final,0.7363211
45527,0.289002,0.382901,final,0.7351691
45528,0.291059,0.378810,final,0.7338170
45529,0.293156,0.374794,final,0.7322452
45530,0.295292,0.370846,final,0.7304995
45531,0.297466,0.366954,final,0.7286694
45532,0.299659,0.363112,final,0.7268571
45533,0.301831,0.359318,final,0.7251489
45534,0.303939,0.355570,final,0.7235954
45535,0.305946,0.351864,final,0.7222106
45536,0.307834,0.348190,final,0.7209826
45537,0.309588,0.344536,final,0.7198788
45538,0.311201,0.340888,final,0.7188526
45539,0.312679,0.337229,final,0.7178470
45540,0.314035,0.333539,final,0.7168039
45541,0.315282,0.329800,final,0.7156714
45542,0.316443,0.326004,final,0.7144113
45543,0.317541,0.322144,final,0.7130053
45544,0.318590,0.318208,final,0.7114550
45545,0.319592,0.314177,final,0.7097792
45546,0.320548,0.310033,final,0.7080116
45547,0.321451,0.305782,final,0.7061985
45548,0.322290,0.301443,final,0.7043952
45549,0.323053,0.297039,final,0.7026587
45550,0.323720,0.292586,final,0.7010361
45551,0.324262,0.288095,final,0.6995459
45552,0.324647,0.283572,final,0.6981587
45553,0.324884,0.279033,final,0.6967933
45554,0.325025,0.274493,final,0.6953371
45555,0.325126,0.269971,final,0.6936880
45556,0.325237,0.265484,final,0.6917972
45557,0.325362,0.261039,final,0.6896908
45558,0.325459,0.256632,final,0.6874608
45559,0.325480,0.252260,final,0.6852322
45560,0.325364,0.247922,final,0.6831210
45561,0.325044,0.243620,final,0.6812028
45562,0.324456,0.239354,final,0.6795028
45563,0.323587,0.235113,final,0.6780038
45564,0.322569,0.230859,final,0.6766624
45565,0.321525,0.226558,final,0.6754213
45566,0.320478,0.222216,final,0.6742180
45567,0.319435,0.217844,final,0.6729913
45568,0.318390,0.213455,final,0.6716863
45569,0.317329,0.209062,final,0.6702610
45570,0.316234,0.204678,final,0.6686917
45571,0.315074,0.200313,final,0.6669759
45572,0.313786,0.195982,final,0.6651322
45573,0.312309,0.191695,final,0.6631980
45574,0.310628,0.187453,final,0.6612246
45575,0.308778,0.183244,final,0.6592703
45576,0.306797,0.179055,final,0.6573905
45577,0.304724,0.174873,final,0.6556291
45578,0.302585,0.170705,final,0.6540063
45579,0.300399,0.166577,final,0.6525049
45580,0.298175,0.162516,final,0.6510632
45581,0.295891,0.158533,final,0.6495800
45582,0.293512,0.154631,final,0.6479430
45583,0.291008,0.150818,final,0.6460696
45584,0.288357,0.147094,final,0.6439426
45585,0.285637,0.143428,final,0.6416186
45586,0.282949,0.139779,final,0.6392122
45587,0.280346,0.136110,final,0.6368585
45588,0.277852,0.132396,final,0.6346673
45589,0.275432,0.128649,final,0.6326998
45590,0.273041,0.124894,final,0.6309608
45591,0.270631,0.121154,final,0.6294124
45592,0.268157,0.117452,final,0.6279940
45593,0.265586,0.113807,final,0.6266384
45594,0.262889,0.110235,final,0.6252807
45595,0.260050,0.106740,final,0.6238623
45596,0.257064,0.103319,final,0.6223348
45597,0.253925,0.099966,final,0.6206672
45598,0.250636,0.096679,final,0.6188483
45599,0.247235,0.093456,final,0.6168886
45600,0.243769,0.090298,final,0.6148200
45601,0.240272,0.087200,final,0.6126926
45602,0.236764,0.084148,final,0.6105654
45603,0.233263,0.081127,final,0.6084951
45604,0.229787,0.078122,final,0.6065239
45605,0.226341,0.075122,final,0.6046690
45606,0.222904,0.072115,final,0.6029143
45607,0.219460,0.069106,final,0.6012065
45608,0.216012,0.066125,final,0.5994608
45609,0.212569,0.063209,final,0.5975750
45610,0.209133,0.060386,final,0.5954578
45611,0.205694,0.057666,final,0.5930642
45612,0.202243,0.055053,final,0.5904186
45613,0.198768,0.052551,final,0.5876153
45614,0.195258,0.050146,final,0.5847934
45615,0.191698,0.047825,final,0.5820926
45616,0.188086,0.045587,final,0.5796131
45617,0.184423,0.043440,final,0.5773946
45618,0.180711,0.041394,final,0.5754209
45619,0.176951,0.039457,final,0.5736376
45620,0.173144,0.037625,final,0.5719722
45621,0.169289,0.035883,final,0.5703506
45622,0.165384,0.034218,final,0.5687067
45623,0.161414,0.032627,final,0.5669849
45624,0.157360,0.031111,final,0.5651460
45625,0.153204,0.029670,final,0.5631707
45626,0.148951,0.028292,final,0.5610581
45627,0.144623,0.026958,final,0.5588267
45628,0.140241,0.025656,final,0.5565148
45629,0.135817,0.024405,final,0.5541771
45630,0.131357,0.023230,final,0.5518736
45631,0.126870,0.022154,final,0.5496557
45632,0.122350,0.021183,final,0.5475509
45633,0.117795,0.020321,final,0.5455492
45634,0.113201,0.019571,final,0.5435992
45635,0.108576,0.018920,final,0.5416204
45636,0.103935,0.018344,final,0.5395172
45637,0.099303,0.017825,final,0.5371975
45638,0.094700,0.017354,final,0.5346047
45639,0.090145,0.016920,final,0.5317372
45640,0.085653,0.016515,final,0.5286549
45641,0.081198,0.016136,final,0.5254704
45642,0.076725,0.015785,final,0.5223186
45643,0.072206,0.015465,final,0.5193194
45644,0.067668,0.015184,final,0.5165493
45645,0.063151,0.014951,final,0.5140290
45646,0.058691,0.014773,final,0.5117311
45647,0.054316,0.014660,final,0.5095951
45648,0.050034,0.014621,final,0.5075441
45649,0.045842,0.014670,final,0.5055044
45650,0.041707,0.014829,final,0.5034134
45651,0.037587,0.015122,final,0.5012261
45652,0.033453,0.015561,final,0.4989183
45653,0.029304,0.016126,final,0.4964856
45654,0.025146,0.016790,final,0.4939437
45655,0.020976,0.017528,final,0.4913271
45656,0.016763,0.018328,final,0.4886891
45657,0.012487,0.019176,final,0.4860939
45658,0.008149,0.020062,final,0.4836084
